# порождено настоящим DecideRegisterUser; правится не здесь
# id	userIdHex	nickHex	displayNameHex	nickTaken	verdict	errorCode
# limits	3	20	60
73	752d616e64726579	b03939b0b0	-	no	rejected	NICK_FORMAT_INVALID
74	752d616e64726579	626d6d39	80	no	rejected	TEXT_ENCODING_INVALID
75	752d616e64726579	71617a7a6d717a617a306d7a71626130625f39	30	yes	rejected	NICK_TAKEN
76	752d616e64726579	202020	7ab0f0d0d0a009	no	rejected	NICK_FORMAT_INVALID
77	752d616e64726579	2d396dd05f7a3030c35f3939d0c36d	617a3071305f626239	no	rejected	NICK_FORMAT_INVALID
78	752d616e64726579	6d716d5f716d	20f0	no	rejected	TEXT_ENCODING_INVALID
79	752d616e64726579	5f7a307a39306d7a7161	7139307a305f397a6d5f3062	no	accepted	-
80	752d616e64726579	6271395f71	09edb009b0f0a020907ad07a80f080	no	rejected	TEXT_ENCODING_INVALID
81	752d616e64726579	3930613071	20	no	rejected	DISPLAY_NAME_INVALID
82	752d616e64726579	39202d3930397a	a0d090a061d0909080	no	rejected	NICK_FORMAT_INVALID
83	752d616e64726579	2030	7a0961c27aed8009d02020d08061eda0	yes	rejected	NICK_FORMAT_INVALID
84	752d616e64726579	7a715f71303971	6262306d617139	yes	rejected	NICK_TAKEN
85	752d616e64726579	7a616d6d617a6d	c261a0b00990f0	yes	rejected	TEXT_ENCODING_INVALID
86	752d616e64726579	61306dd02d2d2db02dc3b061d0	b0097aedf0c2	no	rejected	NICK_FORMAT_INVALID
87	752d616e64726579	b0d030d0	7ac2	no	rejected	NICK_FORMAT_INVALID
88	752d616e64726579	39c341304141	307a393971	no	rejected	NICK_FORMAT_INVALID
89	752d616e64726579	d0b0	625f6d7a6d6d	no	rejected	NICK_FORMAT_INVALID
90	752d616e64726579	203920616d	90d009f0c220090961f0d00990a0b07a	no	rejected	NICK_FORMAT_INVALID
91	752d616e64726579	7a616139306d30615f7a5f616d627a	a0f0b08080c2d090	no	rejected	TEXT_ENCODING_INVALID
92	752d616e64726579	627a715f7a7a306d626d	6262396d	yes	rejected	NICK_TAKEN
93	752d616e64726579	5f617a30	617a5f5f6d626d306d3961	no	accepted	-
94	752d616e64726579	d0c3c361c341c3305f3020b0b061	7a3962	no	rejected	NICK_FORMAT_INVALID
95	752d616e64726579	396139397a62397a71626139	d020209061	no	rejected	TEXT_ENCODING_INVALID
96	752d616e64726579	30616d6230626239	3071626d715f	no	accepted	-
97	752d616e64726579	61306dc32041412d2d307a5f6d5f5f41d041	c27a9090d00961a0ededc261a0	no	rejected	NICK_FORMAT_INVALID
98	752d616e64726579	715f627a713071	eda0a0d0d0c209	no	rejected	TEXT_ENCODING_INVALID
99	752d616e64726579	7139397a	09c209d0c2ed61f080906109619080	yes	rejected	TEXT_ENCODING_INVALID
100	752d616e64726579	3039d05f6d2020396dd04161b0b07a	c209618020	yes	rejected	NICK_FORMAT_INVALID
101	752d616e64726579	39205f2d3941d0	62	no	rejected	NICK_FORMAT_INVALID
102	752d616e64726579	3941b020203061	90b0a0b0ed20ed7af09061a020612061b0	no	rejected	NICK_FORMAT_INVALID
103	752d616e64726579	c3c32d39616d41612d39306141416d416141	61f0b020a0c2d061b0c2	no	rejected	NICK_FORMAT_INVALID
104	752d616e64726579	d041b02d7ab039207a5fc37a2d	d0d0	no	rejected	NICK_FORMAT_INVALID
105	752d616e64726579	7a626d625f3030	20c27a80ed7a61a0a07a7ac280a020	no	rejected	TEXT_ENCODING_INVALID
106	752d616e64726579	307a396261616130	616d7162616d61393071	yes	rejected	NICK_TAKEN
107	752d616e64726579	395f7a397a615f305f627a5f6139717162396d	0980d0f0d06161096161c2c2a00920c2807a	no	rejected	TEXT_ENCODING_INVALID
108	752d616e64726579	306d61615f6d6d6d7a7a5f6d6d5f6239	9061d0a07a9009ed	no	rejected	TEXT_ENCODING_INVALID
109	752d616e64726579	62615f30	f0a0207af0a0b080d020f0edd0209090619009	yes	rejected	TEXT_ENCODING_INVALID
110	752d616e64726579	5fb02d2d2d395f	a061ed80	no	rejected	NICK_FORMAT_INVALID
111	752d616e64726579	39396d30	80d0d080f0b0c220	no	rejected	TEXT_ENCODING_INVALID
112	752d616e64726579	612d30303041b039	61306d397161716d5f6d5f6d	no	rejected	NICK_FORMAT_INVALID
113	752d616e64726579	d04161d05fb07a5fb0b0392d	-	no	rejected	NICK_FORMAT_INVALID
114	752d616e64726579	c36d61206141d06d2d396db020b0d0c361d0b039613020	395f5f5f7a5f305f	yes	rejected	NICK_FORMAT_INVALID
115	752d616e64726579	616d303020b06120	d0a0ededd0	no	rejected	NICK_FORMAT_INVALID
116	752d616e64726579	7a615f716d7a5f303971	ed90807a90d080b0907ab00909b02020b0f090	no	rejected	TEXT_ENCODING_INVALID
117	752d616e64726579	2d6db02d412d5fd0303061c37ab041	c27a907ab020a0	no	rejected	NICK_FORMAT_INVALID
118	752d616e64726579	6d62616171	626d	no	accepted	-
119	752d616e64726579	5f2d7a39397a41614139b0	61306130	no	rejected	NICK_FORMAT_INVALID
120	752d616e64726579	615f5f	396130396d6d7a306d396d71	no	accepted	-
121	752d616e64726579	5f39715f62613961713962717a7a7a7171713039	717a71	no	accepted	-
122	752d616e64726579	7a6dc35f	09b0a02020a0a0d0618080097ab0b020c290	yes	rejected	NICK_FORMAT_INVALID
123	752d616e64726579	41205f2041d06dc3	615f615f626d716d6171	no	rejected	NICK_FORMAT_INVALID
124	752d616e64726579	396d713061716d7162616d7a62715f71396d	80907a907a09d0	no	rejected	TEXT_ENCODING_INVALID
125	752d616e64726579	61716262716d3061396162617a617139	20909090a0a0c2edf09009	no	rejected	TEXT_ENCODING_INVALID
126	752d616e64726579	395f30395fb0307a392d6dd02030303961c3202d7a	f0d0	no	rejected	NICK_FORMAT_INVALID
127	752d616e64726579	30b0b06dd0	616d30	no	rejected	NICK_FORMAT_INVALID
128	752d616e64726579	61c36d30417ac3	3061397a61	no	rejected	NICK_FORMAT_INVALID
129	752d616e64726579	7a396d	715f3971306d5f39	yes	rejected	NICK_TAKEN
130	752d616e64726579	b0	30393939616130	yes	rejected	NICK_FORMAT_INVALID
131	752d616e64726579	717a307a307a6162	80f0b0	no	rejected	TEXT_ENCODING_INVALID
132	752d616e64726579	20d0417a396d395f7a20417a30615f	61	no	rejected	NICK_FORMAT_INVALID
133	752d616e64726579	205f2d	5f627a6d7a7a	no	rejected	NICK_FORMAT_INVALID
134	752d616e64726579	30396db06dc3b07a6d	62627a6d39397a7a5f	no	rejected	NICK_FORMAT_INVALID
135	752d616e64726579	39206d30b0b02d5f305fb0	908009c20920	yes	rejected	NICK_FORMAT_INVALID
136	752d616e64726579	c361617a	306d5f5f6d30626d6d71	no	rejected	NICK_FORMAT_INVALID
137	752d616e64726579	2dd0	80ed61edb020f0ed7a61edf0d02020d090	no	rejected	NICK_FORMAT_INVALID
138	752d616e64726579	61b0	7a30	no	rejected	NICK_FORMAT_INVALID
139	752d616e64726579	c37a5f6dc36d6d61b0b02d3020b041c3	613961616d5f	yes	rejected	NICK_FORMAT_INVALID
140	752d616e64726579	5f396130627a	c2f0a0ed90a061ed90a09020f0f0c2b0a0	no	rejected	TEXT_ENCODING_INVALID
141	752d616e64726579	62305f6d616d6d30	6261	yes	rejected	NICK_TAKEN
142	752d616e64726579	717a30305f7162305f62	20edd0f0a0	no	rejected	TEXT_ENCODING_INVALID
143	752d616e64726579	61307139	625f6d30713030716d30717a	no	accepted	-
144	752d616e64726579	41207ad02d61	307a5f7a6d627a3939616239	no	rejected	NICK_FORMAT_INVALID
145	752d616e64726579	613962307a5f30716d7a6d5f7a715f616161	c2	no	rejected	TEXT_ENCODING_INVALID
146	752d616e64726579	395f615f30627a7139625f	-	yes	rejected	DISPLAY_NAME_INVALID
147	752d616e64726579	5f5f3941b030203061414139d0	d0c2eda080c261a0c26190	yes	rejected	NICK_FORMAT_INVALID
148	752d616e64726579	c3305fd02d7ab0207ab0b0396d2d	ed908090a00961f07a	no	rejected	NICK_FORMAT_INVALID
149	752d616e64726579	30b0d039305f7a5f7ab0b0392d39307a5fc3412d39	6d716d	yes	rejected	NICK_FORMAT_INVALID
150	752d616e64726579	7a5f6271	b02090a061d07a61a0b0a0	no	rejected	TEXT_ENCODING_INVALID
151	752d616e64726579	5f396d61c3c3202d39b02db05f20412d6dc37a61	617130617a7a61626d	yes	rejected	NICK_FORMAT_INVALID
152	752d616e64726579	6271625f6d62396130305f617a	d080	no	accepted	-
153	752d616e64726579	61617a3961625f307a5f623930	30717a	yes	rejected	NICK_TAKEN
154	752d616e64726579	7a7a7a6d6d627a7a625f6162	616d	no	accepted	-
155	752d616e64726579	303041617a	20b0b0b0	yes	rejected	NICK_FORMAT_INVALID
156	752d616e64726579	d0	30397a5f396d6d626262395f	no	rejected	NICK_FORMAT_INVALID
157	752d616e64726579	3071613961615f7171393039	5f6d7161617a717161	yes	rejected	NICK_TAKEN
158	752d616e64726579	6161305f5f6271	397a7a6d5f	yes	rejected	NICK_TAKEN
159	752d616e64726579	d0b0	f0a0807ad020	no	rejected	NICK_FORMAT_INVALID
160	752d616e64726579	20d0	6239303039627139	yes	rejected	NICK_FORMAT_INVALID
161	752d616e64726579	5fb020415f5f20b0206141d06d613930	3971716130615f616d7a39	no	rejected	NICK_FORMAT_INVALID
162	752d616e64726579	62626d627162395f39396d7a7a6d	6d305f6d30	no	accepted	-
163	752d616e64726579	6d39306d39	d0d090a0f07a7aa00920f0	no	rejected	TEXT_ENCODING_INVALID
164	752d616e64726579	2dd041c3c36d205f41395fb039d07a5f6120	626171716d7a61715f	yes	rejected	NICK_FORMAT_INVALID
165	752d616e64726579	5f	90b07ac2a07af061ed2061f0a0d090c2090990	no	rejected	NICK_FORMAT_INVALID
166	752d616e64726579	39397a39	2090f080a0807a61	no	rejected	TEXT_ENCODING_INVALID
167	752d616e64726579	202d3941615f	71	yes	rejected	NICK_FORMAT_INVALID
168	752d616e64726579	6d717a617a306d7a716261	206180f0b0	yes	rejected	TEXT_ENCODING_INVALID
169	752d616e64726579	6d6d6dc3c35f5fb03030d0	6271615f	no	rejected	NICK_FORMAT_INVALID
170	752d616e64726579	412030c3c339415fc33061612d20c3d05f3941	a0f0c209	no	rejected	NICK_FORMAT_INVALID
171	752d616e64726579	716d306d62396239625f7a307a39	d07a	yes	rejected	TEXT_ENCODING_INVALID
172	752d616e64726579	7139307a305f397a6d5f30623061	71395f715f307a6d307a	no	accepted	-
173	752d616e64726579	5f5f307a	61802080d061a0f0	no	rejected	TEXT_ENCODING_INVALID
174	752d616e64726579	394141d0c33930617a307a7a417ad030395f61307a	097a09ed092080a0	no	rejected	NICK_FORMAT_INVALID
175	752d616e64726579	307a617a	626d	yes	rejected	NICK_TAKEN
176	752d616e64726579	71396d397a715f713039717a6d6262306d	39616d397a616d6d617a6d71	no	accepted	-
177	752d616e64726579	5fd06d41b0b0397a	7a7161	yes	rejected	NICK_FORMAT_INVALID
178	752d616e64726579	397161	306d716d	no	accepted	-
179	752d616e64726579	5f62303961307a30307a715f62	207a90ed2090	no	rejected	TEXT_ENCODING_INVALID
180	752d616e64726579	7a39397171717a30396d5f625f6d7a6d6d30	ed20d061eda0f09009	no	rejected	TEXT_ENCODING_INVALID
181	752d616e64726579	5f6d7a61616d6d623030715f	7a616139306d30615f7a5f	yes	rejected	NICK_TAKEN
182	752d616e64726579	7a62617161716161626d62717a62	b0c2d009a0d0c2ed80a0	no	rejected	TEXT_ENCODING_INVALID
183	752d616e64726579	6d6130d041b0205f2d6d61203939207a205f6d61	5f6d71	no	rejected	NICK_FORMAT_INVALID
184	752d616e64726579	c37ac36dd0206d2d2db02d20	62303962396139397a	no	rejected	NICK_FORMAT_INVALID
185	752d616e64726579	71626139715f6d625f6261306d6230616d6230	8061c27a7a	no	rejected	TEXT_ENCODING_INVALID
186	752d616e64726579	5f71627a397a7a716d5f5f39616d5f30	7162305f	no	accepted	-
187	752d616e64726579	d03941306d61c36d6d412d5fc32d61d07a7a30c3d0	7aed7a	no	rejected	NICK_FORMAT_INVALID
188	752d616e64726579	5f7a5f7a5f7139397a71716d626d7a5f6d6161	616d	yes	rejected	NICK_TAKEN
189	752d616e64726579	617ad02041d0d06d20304120	f0f0f0c29090c2096180c2f090	no	rejected	NICK_FORMAT_INVALID
190	752d616e64726579	5f2d7a41d061b039415f5f39412d206d2061413939d0	d09009	no	rejected	NICK_FORMAT_INVALID
191	752d616e64726579	39305f396239717a717a	f020f0ed20f0f090ed8020c2edc280	no	rejected	TEXT_ENCODING_INVALID
192	752d616e64726579	61b0	b09009f07ac2ed7ac2	no	rejected	NICK_FORMAT_INVALID
193	752d616e64726579	-	61627a62303062615f7a	no	rejected	NICK_FORMAT_INVALID
194	752d616e64726579	7a397a626d625f303071	c27af0d0b0	yes	rejected	TEXT_ENCODING_INVALID
195	752d616e64726579	5fd0412d5f416d	307a3962616161307a62616d	no	rejected	NICK_FORMAT_INVALID
196	752d616e64726579	6d2db0c35fb06d30613930b0306141d0	d0c2f0807a	no	rejected	NICK_FORMAT_INVALID
197	752d616e64726579	6d7a30202d30b0202db0302db04141d06d7a3961	ed7a7aed80f0c2ed09d0d0d090edd02020f0	no	rejected	NICK_FORMAT_INVALID
198	752d616e64726579	397a3071627a6d62616262615f3071713930	f07aa0f0d0906109d09020c261c2ed80b0a0b0	yes	rejected	TEXT_ENCODING_INVALID
199	752d616e64726579	396230306171617a39627a	f0d07aa061800909	yes	rejected	TEXT_ENCODING_INVALID
200	752d616e64726579	62625f306161616d6d7a	9009a0f0	no	rejected	TEXT_ENCODING_INVALID
201	752d616e64726579	7161716d5f6d5f6d6d7139	807a7af090b0806190f07af0d090a0a0d0	yes	rejected	TEXT_ENCODING_INVALID
202	752d616e64726579	5f306d61626d39	303039713962397a6d	yes	rejected	NICK_TAKEN
203	752d616e64726579	417a392041d04161392d2d203030202db06d5f7a	7a6d7a7a61717a615f716d7a	no	rejected	NICK_FORMAT_INVALID
204	752d616e64726579	c3c3c3307a2d5f7a202d5f39d0c320305f7a41c3	305f71617a61	yes	rejected	NICK_FORMAT_INVALID
205	752d616e64726579	d0d02020	62395f5f7162305f	no	rejected	NICK_FORMAT_INVALID
206	752d616e64726579	c3	61d0c261f07a0920c2d0ed907ab0f0c2	no	rejected	NICK_FORMAT_INVALID
207	752d616e64726579	7a2d7a7ab0	61306130	no	rejected	NICK_FORMAT_INVALID
208	752d616e64726579	615f5f3971396130396d6d7a306d396d71	305f39	no	accepted	-
209	752d616e64726579	61	713962717a	no	rejected	NICK_FORMAT_INVALID
210	752d616e64726579	717130397a6d717a715f3039626d30715f6d7a71	907aa009808061d07a7aa02020	no	rejected	TEXT_ENCODING_INVALID
211	752d616e64726579	61627a307a62307a717a	c2619020d0a0d080	no	rejected	TEXT_ENCODING_INVALID
212	752d616e64726579	30396d713061716d7162616d7a62715f71	5f306162306271	no	accepted	-
213	752d616e64726579	6d7161716262716d306139616261	7139713062625f5f30	no	accepted	-
214	752d616e64726579	2d413039414141c36d7ad0b06d393961305f	6d6261	no	rejected	NICK_FORMAT_INVALID
215	752d616e64726579	5f716d396d7a625f7a39397a30617a	306230	no	accepted	-
216	752d616e64726579	6d7a5f5f717a	61397a61	no	accepted	-
217	752d616e64726579	7a396d7a30715f3971306d5f39395f62396d6d	-	yes	rejected	DISPLAY_NAME_INVALID
218	752d616e64726579	6130393930717a	b0d0f090c2b0f061a0d0a07aeda0	no	rejected	TEXT_ENCODING_INVALID
219	752d616e64726579	30395f416d39416d2dd030b0b0	7ad0a0	yes	rejected	NICK_FORMAT_INVALID
220	752d616e64726579	5f627a6d7a7a7162	c2d0f0edb0f020d0ed80c2c20909	yes	rejected	TEXT_ENCODING_INVALID
221	752d616e64726579	7a5f717130626d6d6d	61	no	accepted	-
222	752d616e64726579	39626d62397a5f6d5f393039	61c2d0907a09c2c2	no	rejected	TEXT_ENCODING_INVALID
223	752d616e64726579	2030d06d7a30615f7a3961202d20d07ab0	397a396d62627a5f	no	rejected	NICK_FORMAT_INVALID
224	752d616e64726579	b061	7a3030306130	no	rejected	NICK_FORMAT_INVALID
225	752d616e64726579	5f6d6db02d61616d20b0395fb041	61	yes	rejected	NICK_FORMAT_INVALID
226	752d616e64726579	616d305f396130627a5f625f39717a5f71397a5f	908061c27ab090eda020b0c2ed	yes	rejected	TEXT_ENCODING_INVALID
227	752d616e64726579	307a62	6109c2b0097aa020	no	rejected	TEXT_ENCODING_INVALID
228	752d616e64726579	7a41d039392030615f6d30	a0b08061b02090d0a0b0b0a0b0edb0b0	no	rejected	NICK_FORMAT_INVALID
229	752d616e64726579	6d626d623061616d	0990d0	no	rejected	TEXT_ENCODING_INVALID
230	752d616e64726579	2d2d	397a	yes	rejected	NICK_FORMAT_INVALID
231	752d616e64726579	b07a5f3039c3d02030207a6dd07a6161	5f5f	no	rejected	NICK_FORMAT_INVALID
232	752d616e64726579	395f615f30627a7139625f3039615f5f71	20610909d061209020a0b0a0d0	no	rejected	TEXT_ENCODING_INVALID
233	752d616e64726579	6162617162615f61306d306d3071395f	5f6139	no	accepted	-
234	752d616e64726579	5f626d5f395f716d3961715f305f7a	626d7162	no	accepted	-
235	752d616e64726579	2d7ab0412039d0c339b039206d205f30b0207a6d	7a7ab07ac2907af0eda061b0b0b07ac2f0	no	rejected	NICK_FORMAT_INVALID
236	752d616e64726579	2d5f5f6d6139	39716d5f397a305f39	no	rejected	NICK_FORMAT_INVALID
237	752d616e64726579	7130617a7a61626d616d396271625f6d62	30305f617a	no	accepted	-
238	752d616e64726579	616d397a61617a3961	b0d09020f0b0d0d0b0a00961f0c209ed09	no	rejected	TEXT_ENCODING_INVALID
239	752d616e64726579	7a7a625f6162	616d71305f6d	no	accepted	-
240	752d616e64726579	4139b041c3d0d061d041d02dc3c3616d41b0306d	9080200980b0a0b080	yes	rejected	NICK_FORMAT_INVALID
241	752d616e64726579	5f71713930396d615f6d716161	7161397a7a6161305f5f6271	yes	rejected	NICK_TAKEN
242	752d616e64726579	7a7a6d5f615f7a7139717a	39307a62	no	accepted	-
243	752d616e64726579	205f61c341b0d0d06139	-	yes	rejected	NICK_FORMAT_INVALID
244	752d616e64726579	d0616d39d05f302d	62717a395f	no	rejected	NICK_FORMAT_INVALID
245	752d616e64726579	3971716130615f616d7a397161	c20990b090	yes	rejected	TEXT_ENCODING_INVALID
246	752d616e64726579	616d6d6d	396d305f6d306d7a6d	no	accepted	-
247	752d616e64726579	6d3962307a6d6271	71307a5f	yes	rejected	NICK_TAKEN
248	752d616e64726579	6d61d07a5fd0206dc34139d0617a5f395f616d61b0	7aa0d0d0617a20f02090b020	no	rejected	NICK_FORMAT_INVALID
249	752d616e64726579	5f415f	f0ed2061807a09c290eded207a7a61c2	no	rejected	NICK_FORMAT_INVALID
250	752d616e64726579	412d7a39b0b05f2dc3	626d6d396262613061397161	no	rejected	NICK_FORMAT_INVALID
251	752d616e64726579	717a617a306d7a71626130625f3961	615f306d6d6d3030	no	accepted	-
252	752d616e64726579	306d5f6dd0395fb0396dc35f7a6d6dd0	c27aa0d061	yes	rejected	NICK_FORMAT_INVALID
253	752d616e64726579	3071305f62623930395f6d716d	d0a009c280c2f02090d07ad0617ad0d0a061ed	no	rejected	TEXT_ENCODING_INVALID
